Congress.Number,STATE,Census,Start,End,CD.Num,Population,White.perc,Black.perc,AAPI.perc,AInd_AKNt.perc,Hisp.perc,NH_White.perc,NH_Black.perc,NH_AAPI.perc
115,AK,2010,2017,2019,1,710231,66.68,3.28,6.41,14.77,5.53,64.11,3.09,6.29
115,AL,2010,2017,2019,1,682820,67.18,27.66,1.38,1.16,2.80,65.84,27.52,1.36
115,AL,2010,2017,2019,2,682820,65.45,29.49,1.18,0.50,3.60,64.04,29.32,1.13
115,AL,2010,2017,2019,3,682819,70.65,25.16,1.21,0.35,2.63,69.55,25.00,1.18
115,AL,2010,2017,2019,4,682819,86.61,6.83,0.54,0.84,5.70,84.89,6.76,0.47
115,AL,2010,2017,2019,5,682819,75.93,16.99,1.66,0.76,4.77,74.12,16.83,1.62
115,AL,2010,2017,2019,6,682819,80.82,13.56,1.63,0.31,4.88,78.67,13.48,1.60
115,AL,2010,2017,2019,7,682820,33.04,63.57,0.70,0.22,2.80,32.18,63.35,0.67
115,AR,2010,2017,2019,1,728765,78.14,18.16,0.54,0.43,2.79,77.00,18.07,0.52
115,AR,2010,2017,2019,2,729192,72.32,21.41,1.46,0.49,4.81,70.34,21.30,1.43
115,AR,2010,2017,2019,3,728959,82.87,2.66,3.09,1.44,12.74,78.12,2.57,3.04
115,AR,2010,2017,2019,4,729002,74.68,19.48,0.66,0.70,5.19,72.69,19.38,0.65
115,AZ,2010,2017,2019,1,710224,61.46,2.25,1.66,23.87,20.82,50.90,2.07,1.58
115,AZ,2010,2017,2019,2,710224,79.62,3.99,3.04,1.41,25.84,64.38,3.64,2.91
115,AZ,2010,2017,2019,3,710224,61.66,4.34,2.01,4.34,60.60,29.09,3.85,1.82
115,AZ,2010,2017,2019,4,710224,85.21,1.70,1.25,2.14,17.91,75.84,1.56,1.18
115,AZ,2010,2017,2019,5,710224,82.14,3.07,4.50,1.09,16.74,73.03,2.87,4.39
115,AZ,2010,2017,2019,6,710224,83.28,2.55,3.71,1.86,15.20,75.32,2.38,3.63
115,AZ,2010,2017,2019,7,710224,50.26,9.33,2.66,3.06,64.35,20.97,8.64,2.46
115,AZ,2010,2017,2019,8,710225,81.19,4.05,3.37,0.94,18.48,71.71,3.81,3.25
115,AZ,2010,2017,2019,9,710224,72.31,5.18,4.46,3.03,26.90,59.11,4.84,4.33
115,CA,2010,2017,2019,1,702905,84.85,1.37,2.58,2.35,11.99,79.08,1.29,2.50
115,CA,2010,2017,2019,2,702905,80.19,1.70,3.64,2.65,16.64,72.80,1.58,3.55
115,CA,2010,2017,2019,3,702906,62.65,6.18,10.63,1.34,27.78,50.86,5.88,10.35
115,CA,2010,2017,2019,4,702906,85.13,1.26,4.25,1.37,12.36,78.21,1.18,4.12
115,CA,2010,2017,2019,5,702905,63.56,6.71,11.24,1.11,25.69,52.75,6.43,10.98
115,CA,2010,2017,2019,6,702905,49.40,13.24,16.56,1.19,26.95,38.87,12.57,16.18
115,CA,2010,2017,2019,7,702904,64.64,7.68,14.64,0.83,16.12,57.16,7.34,14.31
115,CA,2010,2017,2019,8,702905,66.05,7.94,3.39,1.64,35.34,50.19,7.50,3.17
115,CA,2010,2017,2019,9,702904,51.42,8.74,14.32,1.02,37.16,36.89,8.25,13.71
115,CA,2010,2017,2019,10,702905,64.33,3.56,6.99,1.10,40.08,46.38,3.25,6.60
115,CA,2010,2017,2019,11,702906,59.67,9.22,13.08,0.55,25.56,48.62,8.87,12.83
115,CA,2010,2017,2019,12,702905,50.44,6.13,31.92,0.51,14.68,43.99,5.87,31.63
115,CA,2010,2017,2019,13,702906,41.87,19.71,21.37,0.68,20.84,34.21,19.16,21.13
115,CA,2010,2017,2019,14,702905,47.49,3.48,32.08,0.46,24.27,36.94,3.23,31.67
115,CA,2010,2017,2019,15,702904,47.44,6.83,28.46,0.62,23.40,37.47,6.51,28.06
115,CA,2010,2017,2019,16,702904,50.47,6.37,8.92,1.90,58.01,25.10,5.80,8.60
115,CA,2010,2017,2019,17,702904,34.26,2.53,49.99,0.47,17.46,26.81,2.36,49.66
115,CA,2010,2017,2019,18,702906,66.17,2.03,19.27,0.50,17.10,57.93,1.88,19.07
115,CA,2010,2017,2019,19,702904,44.45,3.15,26.27,1.06,41.45,26.97,2.83,25.85
115,CA,2010,2017,2019,20,702906,60.04,2.29,5.65,1.24,50.65,39.20,1.98,5.31
115,CA,2010,2017,2019,21,702904,49.85,4.91,3.62,1.55,70.96,19.32,4.44,3.38
115,CA,2010,2017,2019,22,702905,63.17,3.19,7.56,1.28,44.75,42.38,2.80,7.29
115,CA,2010,2017,2019,23,702904,66.36,6.26,4.73,1.61,35.53,50.58,5.88,4.49
115,CA,2010,2017,2019,24,702904,74.77,2.02,4.35,1.16,34.10,57.12,1.77,4.11
115,CA,2010,2017,2019,25,702904,62.39,8.43,7.89,0.72,35.32,45.83,8.01,7.65
115,CA,2010,2017,2019,26,702905,67.45,1.92,6.61,1.04,43.23,46.12,1.64,6.42
115,CA,2010,2017,2019,27,702905,43.48,4.72,37.26,0.54,26.88,29.22,4.45,36.96
115,CA,2010,2017,2019,28,702904,68.13,2.52,13.72,0.47,25.70,55.28,2.32,13.50
115,CA,2010,2017,2019,29,702905,50.05,4.10,7.73,0.84,68.70,18.42,3.64,7.50
115,CA,2010,2017,2019,30,702904,66.62,4.49,12.13,0.46,27.01,53.36,4.20,11.94
115,CA,2010,2017,2019,31,702905,52.94,11.60,7.49,1.02,49.44,29.66,10.95,7.19
115,CA,2010,2017,2019,32,702905,50.85,2.91,15.45,0.96,62.62,18.11,2.55,15.10
115,CA,2010,2017,2019,33,702904,75.18,2.88,13.64,0.29,11.21,68.51,2.75,13.48
115,CA,2010,2017,2019,34,702904,38.21,4.85,19.70,1.11,65.43,9.24,4.40,19.44
115,CA,2010,2017,2019,35,702905,49.87,7.24,6.54,1.09,69.44,15.92,6.66,6.26
115,CA,2010,2017,2019,36,702905,66.76,3.97,3.18,1.36,46.64,44.36,3.60,2.96
115,CA,2010,2017,2019,37,702904,39.04,25.29,9.44,0.69,38.58,24.28,24.56,9.28
115,CA,2010,2017,2019,38,702905,52.45,3.96,14.81,1.03,61.22,18.92,3.61,14.46
115,CA,2010,2017,2019,39,702905,50.92,2.49,28.80,0.60,32.60,34.14,2.28,28.49
115,CA,2010,2017,2019,40,702904,46.18,5.55,2.48,1.02,86.49,5.36,5.07,2.30
115,CA,2010,2017,2019,41,702904,50.42,10.11,6.13,1.03,55.90,26.08,9.50,5.87
115,CA,2010,2017,2019,42,702906,64.63,5.45,9.07,0.85,36.19,46.63,5.09,8.78
115,CA,2010,2017,2019,43,702904,34.04,24.28,12.90,0.62,46.00,15.08,23.58,12.62
115,CA,2010,2017,2019,44,702904,36.61,17.34,6.43,0.82,68.41,7.17,16.76,6.16
115,CA,2010,2017,2019,45,702906,65.67,1.57,21.05,0.36,18.40,55.50,1.44,20.85
115,CA,2010,2017,2019,46,702906,49.99,2.16,11.97,0.90,66.56,18.43,1.73,11.74
115,CA,2010,2017,2019,47,702905,49.04,7.67,21.71,0.70,34.13,34.06,7.26,21.39
115,CA,2010,2017,2019,48,702906,68.80,1.08,17.64,0.47,19.90,58.56,0.94,17.46
115,CA,2010,2017,2019,49,702906,74.71,2.57,7.08,0.73,25.78,61.53,2.31,6.88
115,CA,2010,2017,2019,50,702905,72.01,2.58,5.33,1.43,29.94,58.64,2.33,5.14
115,CA,2010,2017,2019,51,702906,49.01,7.43,8.55,1.14,68.45,14.39,6.84,8.08
115,CA,2010,2017,2019,52,702904,69.11,3.10,18.17,0.44,12.86,62.05,2.91,17.93
115,CA,2010,2017,2019,53,702904,58.95,8.32,13.65,0.72,31.76,43.07,7.79,13.19
115,CO,2010,2017,2019,1,718457,72.05,8.80,3.36,1.28,28.83,56.73,8.36,3.26
115,CO,2010,2017,2019,2,718457,90.20,0.80,2.90,0.59,9.83,84.36,0.73,2.85
115,CO,2010,2017,2019,3,718457,85.14,0.85,0.78,2.04,23.86,72.00,0.68,0.71
115,CO,2010,2017,2019,4,718456,85.91,1.36,1.78,0.93,21.13,73.85,1.23,1.71
115,CO,2010,2017,2019,5,718457,81.41,5.67,2.77,1.01,14.31,73.73,5.29,2.65
115,CO,2010,2017,2019,6,718456,73.54,9.05,5.32,0.74,19.72,63.23,8.65,5.22
115,CO,2010,2017,2019,7,718456,80.92,1.55,3.36,1.20,26.90,66.15,1.35,3.25
115,CT,2010,2017,2019,1,714820,71.00,14.74,4.47,0.28,14.64,65.18,13.69,4.42
115,CT,2010,2017,2019,2,714819,87.36,4.00,2.96,0.50,6.76,84.17,3.62,2.92
115,CT,2010,2017,2019,3,714819,75.08,13.34,3.90,0.25,12.69,68.79,12.55,3.85
115,CT,2010,2017,2019,4,714819,73.75,11.91,4.71,0.26,17.37,64.85,11.15,4.64
115,CT,2010,2017,2019,5,714820,80.66,6.70,3.12,0.29,15.56,73.22,5.87,3.07
115,DE,2010,2017,2019,1,897934,68.89,21.36,3.22,0.47,8.15,65.34,20.80,3.18
115,FL,2010,2017,2019,1,696345,78.10,13.87,2.56,0.80,5.17,75.08,13.64,2.50
115,FL,2010,2017,2019,2,696345,81.81,12.56,1.52,0.56,5.43,78.33,12.38,1.48
115,FL,2010,2017,2019,3,696345,75.65,16.28,3.18,0.38,8.13,70.44,15.94,3.12
115,FL,2010,2017,2019,4,696345,82.02,9.32,4.16,0.36,6.82,77.57,9.01,4.10
115,FL,2010,2017,2019,5,696345,45.40,47.12,2.39,0.39,6.71,42.06,46.49,2.34
115,FL,2010,2017,2019,6,696345,83.10,10.21,1.58,0.39,10.42,76.38,9.79,1.53
115,FL,2010,2017,2019,7,696345,77.82,10.41,3.95,0.35,20.60,63.71,9.53,3.86
115,FL,2010,2017,2019,8,696344,83.25,9.78,2.01,0.37,8.94,77.37,9.41,1.96
115,FL,2010,2017,2019,9,696344,71.74,12.96,3.02,0.48,34.75,48.71,11.43,2.92
115,FL,2010,2017,2019,10,696345,56.15,28.07,5.26,0.40,24.17,40.88,26.79,5.16
115,FL,2010,2017,2019,11,696344,87.30,7.21,1.22,0.38,8.81,81.41,6.85,1.20
115,FL,2010,2017,2019,12,696345,89.07,4.07,2.29,0.31,10.16,81.94,3.76,2.24
115,FL,2010,2017,2019,13,696345,79.32,12.59,3.25,0.34,8.40,73.97,12.25,3.20
115,FL,2010,2017,2019,14,696345,68.78,19.29,3.98,0.37,27.20,48.65,17.92,3.89
115,FL,2010,2017,2019,15,696345,74.78,14.11,2.63,0.44,18.61,63.03,13.38,2.57
115,FL,2010,2017,2019,16,696345,82.83,8.15,1.78,0.32,15.34,73.41,7.78,1.74
115,FL,2010,2017,2019,17,696345,84.23,7.30,1.18,0.45,14.35,75.93,6.98,1.14
115,FL,2010,2017,2019,18,696344,79.72,12.13,1.90,0.41,14.34,70.31,11.70,1.85
115,FL,2010,2017,2019,19,696345,84.21,7.49,1.40,0.33,17.87,72.27,7.01,1.34
115,FL,2010,2017,2019,20,696344,37.22,52.38,2.62,0.31,22.64,21.35,51.06,2.55
115,FL,2010,2017,2019,21,696345,76.42,14.07,2.45,0.58,20.34,61.96,13.53,2.39
115,FL,2010,2017,2019,22,696345,77.42,13.43,2.91,0.23,17.88,64.03,12.88,2.86
115,FL,2010,2017,2019,23,696345,76.49,13.30,3.73,0.32,32.87,48.93,12.40,3.64
115,FL,2010,2017,2019,24,696345,39.96,51.35,1.48,0.30,35.57,12.77,48.49,1.40
115,FL,2010,2017,2019,25,696345,86.27,5.22,1.05,0.28,74.46,20.02,3.83,0.98
115,FL,2010,2017,2019,26,696345,79.97,12.54,1.68,0.21,67.89,18.26,11.09,1.58
115,FL,2010,2017,2019,27,696345,87.14,5.58,1.90,0.20,68.71,24.35,4.12,1.81
115,GA,2010,2017,2019,1,691974,63.32,30.02,1.73,0.36,5.75,60.68,29.62,1.68
115,GA,2010,2017,2019,2,691976,43.40,51.29,1.15,0.30,4.56,41.79,50.92,1.10
115,GA,2010,2017,2019,3,691974,70.83,23.06,1.71,0.31,5.04,68.46,22.82,1.67
115,GA,2010,2017,2019,4,691976,31.10,57.50,4.41,0.32,9.34,27.38,56.68,4.36
115,GA,2010,2017,2019,5,691976,30.97,59.14,3.67,0.28,7.89,27.99,58.49,3.64
115,GA,2010,2017,2019,6,691975,69.29,12.47,9.53,0.35,13.35,62.70,12.09,9.47
115,GA,2010,2017,2019,7,691975,58.94,18.07,11.61,0.47,18.78,49.91,17.45,11.54
115,GA,2010,2017,2019,8,691976,64.09,29.62,1.39,0.31,5.72,61.87,29.39,1.35
115,GA,2010,2017,2019,9,691975,84.31,6.66,1.17,0.36,11.48,79.43,6.51,1.13
115,GA,2010,2017,2019,10,691976,69.13,24.91,2.06,0.24,4.71,66.87,24.71,2.03
115,GA,2010,2017,2019,11,691975,74.25,15.57,2.84,0.36,10.85,68.91,15.17,2.80
115,GA,2010,2017,2019,12,691975,59.03,34.42,1.66,0.29,5.33,57.06,34.09,1.62
115,GA,2010,2017,2019,13,691976,34.48,55.28,2.52,0.33,10.30,30.44,54.48,2.47
115,GA,2010,2017,2019,14,691974,83.20,8.37,0.98,0.37,10.26,78.90,8.21,0.92
115,HI,2010,2017,2019,1,680496,18.17,1.91,59.41,0.22,6.92,16.65,1.79,58.18
115,HI,2010,2017,2019,2,679805,31.32,1.24,37.69,0.39,10.84,28.84,1.14,36.13
115,IA,2010,2017,2019,1,761548,92.38,3.28,1.21,0.39,3.28,90.54,3.21,1.19
115,IA,2010,2017,2019,2,761624,90.85,3.39,1.98,0.26,4.79,88.17,3.30,1.95
115,IA,2010,2017,2019,3,761612,89.16,3.80,2.44,0.32,6.11,85.92,3.72,2.42
115,IA,2010,2017,2019,4,761571,92.83,1.24,1.61,0.49,5.72,90.04,1.18,1.59
115,ID,2010,2017,2019,1,784132,90.16,0.48,1.21,1.39,10.04,85.25,0.43,1.16
115,ID,2010,2017,2019,2,783450,88.01,0.77,1.52,1.34,12.41,82.69,0.70,1.48
115,IL,2010,2017,2019,1,712813,39.57,53.02,1.81,0.23,8.79,35.36,52.64,1.79
115,IL,2010,2017,2019,2,712813,35.22,55.79,0.70,0.33,12.77,29.60,55.28,0.67
115,IL,2010,2017,2019,3,712813,77.12,4.68,3.63,0.38,28.68,62.15,4.47,3.56
115,IL,2010,2017,2019,4,712813,53.52,4.78,2.83,0.90,71.07,21.28,3.94,2.66
115,IL,2010,2017,2019,5,712813,80.30,2.78,6.63,0.36,18.70,70.31,2.56,6.52
115,IL,2010,2017,2019,6,712813,84.80,2.54,7.85,0.20,8.75,79.41,2.45,7.80
115,IL,2010,2017,2019,7,712812,32.21,53.72,5.87,0.30,13.00,26.38,53.13,5.80
115,IL,2010,2017,2019,8,712812,69.14,4.83,12.00,0.60,26.51,55.24,4.57,11.91
115,IL,2010,2017,2019,9,712813,71.53,8.97,12.10,0.29,11.05,65.81,8.73,11.99
115,IL,2010,2017,2019,10,712813,71.45,6.87,9.18,0.50,21.43,60.92,6.58,9.10
115,IL,2010,2017,2019,11,712813,67.81,11.38,6.83,0.35,25.55,54.77,11.07,6.76
115,IL,2010,2017,2019,12,712813,78.65,17.00,1.05,0.28,2.91,77.17,16.89,1.03
115,IL,2010,2017,2019,13,712813,82.67,10.61,3.27,0.23,2.94,81.12,10.50,3.25
115,IL,2010,2017,2019,14,712813,87.22,2.74,4.00,0.26,11.22,80.71,2.63,3.95
115,IL,2010,2017,2019,15,712813,93.07,4.04,0.55,0.23,2.28,91.85,3.97,0.54
115,IL,2010,2017,2019,16,712813,90.05,3.30,1.39,0.23,8.37,85.63,3.22,1.37
115,IL,2010,2017,2019,17,712813,81.49,11.20,1.05,0.31,8.11,77.71,10.99,1.03
115,IL,2010,2017,2019,18,712813,91.76,3.57,2.16,0.20,2.34,90.43,3.52,2.15
115,IN,2010,2017,2019,1,720422,71.55,20.00,1.21,0.32,13.80,63.85,19.56,1.17
115,IN,2010,2017,2019,2,720423,85.43,6.78,1.14,0.39,8.26,81.86,6.64,1.12
115,IN,2010,2017,2019,3,720423,87.63,6.00,1.63,0.30,5.40,85.20,5.90,1.60
115,IN,2010,2017,2019,4,720422,90.35,3.16,2.26,0.27,5.25,87.82,3.09,2.23
115,IN,2010,2017,2019,5,720423,84.90,8.26,2.78,0.22,4.22,82.82,8.15,2.76
115,IN,2010,2017,2019,6,720422,93.96,2.48,0.92,0.21,2.33,92.81,2.44,0.91
115,IN,2010,2017,2019,7,720423,60.24,28.80,1.93,0.35,9.90,56.99,28.50,1.90
115,IN,2010,2017,2019,8,720422,92.49,4.01,0.87,0.24,2.05,91.45,3.98,0.86
115,IN,2010,2017,2019,9,720422,92.43,2.60,1.80,0.25,2.87,91.01,2.54,1.79
115,KS,2010,2017,2019,1,713278,87.60,2.95,1.54,0.62,14.17,79.29,2.77,1.50
115,KS,2010,2017,2019,2,713272,87.23,4.77,1.31,1.71,5.60,84.23,4.60,1.29
115,KS,2010,2017,2019,3,713287,79.24,8.90,3.82,0.47,11.35,73.62,8.71,3.78
115,KS,2010,2017,2019,4,713281,81.14,6.92,3.15,1.15,10.96,75.57,6.72,3.10
115,KY,2010,2017,2019,1,723178,89.60,6.92,0.58,0.24,2.56,88.33,6.85,0.55
115,KY,2010,2017,2019,2,723137,90.07,5.43,1.17,0.28,2.91,88.64,5.33,1.15
115,KY,2010,2017,2019,3,723171,72.28,21.22,2.22,0.24,4.44,70.09,20.97,2.19
115,KY,2010,2017,2019,4,723450,92.65,3.24,1.08,0.21,2.88,91.21,3.18,1.05
115,KY,2010,2017,2019,5,723228,96.83,1.35,0.33,0.20,1.08,96.24,1.33,0.32
115,KY,2010,2017,2019,6,723203,85.31,8.51,1.73,0.23,4.50,83.40,8.39,1.71
115,LA,2010,2017,2019,1,755445,79.00,13.13,2.02,1.38,7.57,74.48,12.97,1.98
115,LA,2010,2017,2019,2,755538,31.29,62.03,2.53,0.34,5.74,28.67,61.50,2.50
115,LA,2010,2017,2019,3,755596,70.51,24.81,1.34,0.49,3.05,68.95,24.66,1.32
115,LA,2010,2017,2019,4,755605,61.17,34.01,0.97,0.89,3.20,59.61,33.82,0.94
115,LA,2010,2017,2019,5,755581,61.74,35.24,0.69,0.45,2.03,60.69,35.08,0.67
115,LA,2010,2017,2019,6,755607,71.67,23.00,2.00,0.49,3.90,69.57,22.88,1.97
115,MA,2010,2017,2019,1,727515,82.46,6.42,1.80,0.33,14.96,75.97,5.53,1.76
115,MA,2010,2017,2019,2,727514,85.22,4.33,4.61,0.25,8.39,80.87,3.84,4.57
115,MA,2010,2017,2019,3,727514,78.49,3.61,6.87,0.32,16.24,72.03,2.65,6.79
115,MA,2010,2017,2019,4,727514,89.01,2.35,5.20,0.16,3.54,86.84,2.19,5.17
115,MA,2010,2017,2019,5,727515,79.37,4.84,9.17,0.18,7.32,75.43,4.56,9.11
115,MA,2010,2017,2019,6,727515,87.97,2.93,3.62,0.23,7.18,85.04,2.47,3.59
115,MA,2010,2017,2019,7,727514,51.08,24.66,9.49,0.42,19.57,43.37,22.80,9.41
115,MA,2010,2017,2019,8,727514,79.57,8.04,6.48,0.22,4.78,77.20,7.56,6.45
115,MA,2010,2017,2019,9,727514,90.56,2.52,1.14,0.49,4.29,88.43,2.26,1.11
115,MD,2010,2017,2019,1,722650,83.23,11.56,1.89,0.24,3.30,81.56,11.39,1.86
115,MD,2010,2017,2019,2,723447,57.40,32.37,4.67,0.40,5.47,54.96,31.87,4.63
115,MD,2010,2017,2019,3,720094,66.37,20.61,6.51,0.33,7.72,62.91,20.22,6.44
115,MD,2010,2017,2019,4,720065,31.21,54.64,3.15,0.47,13.63,27.18,53.82,3.09
115,MD,2010,2017,2019,5,720472,52.11,36.94,3.89,0.45,7.23,49.36,36.42,3.84
115,MD,2010,2017,2019,6,728448,69.35,12.74,9.95,0.30,11.27,63.60,12.35,9.89
115,MD,2010,2017,2019,7,716862,35.19,55.36,5.80,0.28,3.14,33.83,54.93,5.77
115,MD,2010,2017,2019,8,721514,70.28,11.78,8.73,0.35,13.42,63.86,11.37,8.67
115,ME,2010,2017,2019,1,664180,94.87,1.35,1.41,0.35,1.46,93.97,1.30,1.40
115,ME,2010,2017,2019,2,664181,95.59,1.01,0.68,0.94,1.09,94.88,0.98,0.67
115,MI,2010,2017,2019,1,705974,92.99,1.35,0.57,2.87,1.41,92.09,1.33,0.56
115,MI,2010,2017,2019,2,705975,85.19,6.29,2.01,0.61,8.40,81.12,6.09,1.97
115,MI,2010,2017,2019,3,705974,83.37,8.93,1.56,0.52,6.93,80.36,8.67,1.54
115,MI,2010,2017,2019,4,705974,94.23,1.80,0.91,0.80,2.67,92.55,1.76,0.90
115,MI,2010,2017,2019,5,705975,77.03,17.82,0.85,0.53,4.49,74.53,17.57,0.84
115,MI,2010,2017,2019,6,705974,84.59,8.51,1.36,0.56,5.26,82.23,8.35,1.34
115,MI,2010,2017,2019,7,705974,91.43,4.17,0.89,0.38,3.89,89.05,4.07,0.87
115,MI,2010,2017,2019,8,705975,86.29,5.71,3.81,0.42,4.54,83.70,5.53,3.78
115,MI,2010,2017,2019,9,705975,83.34,10.08,3.44,0.33,2.08,81.95,9.99,3.42
115,MI,2010,2017,2019,10,705974,93.06,2.73,1.40,0.37,2.90,91.27,2.68,1.39
115,MI,2010,2017,2019,11,705974,84.31,5.11,7.62,0.26,3.13,82.19,5.03,7.60
115,MI,2010,2017,2019,12,705974,79.67,10.69,4.72,0.42,5.07,76.53,10.55,4.70
115,MI,2010,2017,2019,13,705974,36.49,56.73,1.11,0.43,6.65,33.40,56.31,1.08
115,MI,2010,2017,2019,14,705974,33.30,58.46,3.84,0.29,4.39,31.30,58.07,3.81
115,MN,2010,2017,2019,1,662991,91.43,2.35,2.28,0.30,5.52,88.43,2.30,2.25
115,MN,2010,2017,2019,2,662991,86.78,3.68,4.27,0.54,5.36,84.22,3.59,4.24
115,MN,2010,2017,2019,3,662990,82.80,6.57,6.26,0.34,3.81,80.94,6.48,6.23
115,MN,2010,2017,2019,4,662990,73.89,9.44,10.35,0.72,6.29,70.96,9.22,10.29
115,MN,2010,2017,2019,5,662991,68.37,15.58,5.72,1.45,9.35,64.99,15.33,5.67
115,MN,2010,2017,2019,6,662993,92.60,2.11,2.34,0.42,2.31,91.33,2.08,2.32
115,MN,2010,2017,2019,7,662988,92.85,0.77,0.82,2.70,3.81,90.69,0.73,0.80
115,MN,2010,2017,2019,8,662991,93.66,0.89,0.60,2.72,1.29,92.88,0.87,0.60
115,MO,2010,2017,2019,1,748616,44.12,49.50,2.62,0.25,3.04,42.68,49.26,2.60
115,MO,2010,2017,2019,2,748616,90.27,3.37,3.95,0.18,2.37,88.73,3.33,3.93
115,MO,2010,2017,2019,3,748615,93.29,3.21,0.91,0.33,2.12,92.06,3.18,0.89
115,MO,2010,2017,2019,4,748616,90.05,4.60,1.47,0.54,3.24,88.26,4.51,1.44
115,MO,2010,2017,2019,5,748616,68.79,22.01,1.88,0.52,8.34,65.18,21.74,1.83
115,MO,2010,2017,2019,6,748616,91.74,3.82,1.21,0.38,3.34,89.74,3.75,1.19
115,MO,2010,2017,2019,7,748616,91.71,1.62,1.30,1.02,4.32,89.77,1.57,1.27
115,MO,2010,2017,2019,8,748616,92.43,4.49,0.61,0.44,1.61,91.54,4.46,0.60
115,MS,2010,2017,2019,1,741837,69.93,26.34,0.67,0.23,3.05,68.86,26.23,0.65
115,MS,2010,2017,2019,2,741862,32.84,64.62,0.52,0.37,1.84,32.27,64.38,0.51
115,MS,2010,2017,2019,3,741822,61.59,34.47,0.93,1.03,2.31,60.63,34.31,0.92
115,MS,2010,2017,2019,4,741776,72.18,22.64,1.51,0.39,3.77,70.40,22.49,1.49
115,MT,2010,2017,2019,1,989415,89.44,0.41,0.70,6.32,2.89,87.79,0.38,0.68
115,NC,2010,2017,2019,1,733499,45.38,45.46,1.84,0.83,7.99,42.90,45.11,1.80
115,NC,2010,2017,2019,2,733499,71.65,19.29,1.80,0.64,8.79,68.15,19.02,1.77
115,NC,2010,2017,2019,3,733498,71.47,21.46,1.34,0.49,6.52,68.58,21.16,1.28
115,NC,2010,2017,2019,4,733499,62.09,22.89,6.89,0.48,10.32,57.91,22.44,6.85
115,NC,2010,2017,2019,5,733499,77.32,14.19,1.23,0.34,8.81,74.46,13.92,1.20
115,NC,2010,2017,2019,6,733498,71.52,19.80,1.32,0.57,9.22,67.97,19.57,1.30
115,NC,2010,2017,2019,7,733499,70.34,20.61,0.80,0.93,8.88,67.61,20.39,0.76
115,NC,2010,2017,2019,8,733499,67.09,22.55,2.02,1.28,9.04,63.41,22.01,1.95
115,NC,2010,2017,2019,9,733498,64.46,19.57,2.05,8.27,7.10,61.58,19.35,2.02
115,NC,2010,2017,2019,10,733499,81.79,11.98,1.44,0.34,5.65,79.22,11.85,1.42
115,NC,2010,2017,2019,11,733499,89.72,3.19,1.14,1.50,5.63,87.33,3.12,1.09
115,NC,2010,2017,2019,12,733498,47.77,36.88,4.68,0.51,14.00,42.62,36.27,4.62
115,NC,2010,2017,2019,13,733499,69.51,21.42,2.84,0.47,7.13,66.79,21.15,2.82
115,ND,2010,2017,2019,1,672591,90.02,1.18,1.07,5.44,2.00,88.91,1.15,1.06
115,NE,2010,2017,2019,1,608780,88.25,2.55,2.14,1.30,7.46,84.99,2.45,2.10
115,NE,2010,2017,2019,2,608781,78.69,10.22,2.62,0.66,10.17,74.53,10.06,2.57
115,NE,2010,2017,2019,3,608780,91.42,0.85,0.76,1.06,9.86,86.83,0.78,0.73
115,NH,2010,2017,2019,1,658233,93.93,1.27,2.05,0.21,2.78,92.31,1.16,2.03
115,NH,2010,2017,2019,2,658237,93.85,1.01,2.33,0.27,2.80,92.28,0.91,2.31
115,NJ,2010,2017,2019,1,732658,70.00,17.18,4.56,0.27,11.57,65.69,16.27,4.51
115,NJ,2010,2017,2019,2,732658,74.02,13.19,3.62,0.47,14.39,67.66,12.29,3.57
115,NJ,2010,2017,2019,3,732658,81.52,10.72,3.36,0.19,6.55,77.81,10.22,3.32
115,NJ,2010,2017,2019,4,732657,84.61,6.70,3.80,0.18,9.51,78.99,6.33,3.76
115,NJ,2010,2017,2019,5,732658,80.61,4.68,9.14,0.23,11.02,74.03,4.23,9.07
115,NJ,2010,2017,2019,6,732657,62.03,10.27,16.90,0.36,19.64,51.99,9.37,16.80
115,NJ,2010,2017,2019,7,732658,82.84,4.18,8.20,0.13,10.63,75.68,3.92,8.15
115,NJ,2010,2017,2019,8,732658,57.45,11.14,8.08,0.75,52.97,27.82,8.87,7.92
115,NJ,2010,2017,2019,9,732658,59.28,11.38,12.09,0.52,33.93,42.47,9.85,11.94
115,NJ,2010,2017,2019,10,732658,29.08,53.42,6.54,0.39,17.67,21.42,51.69,6.44
115,NJ,2010,2017,2019,11,732658,83.30,3.65,8.75,0.14,8.74,77.50,3.41,8.69
115,NJ,2010,2017,2019,12,732658,58.19,17.94,14.43,0.33,15.64,50.71,17.14,14.35
115,NM,2010,2017,2019,1,686393,69.81,2.82,2.31,4.41,48.03,41.99,2.33,2.15
115,NM,2010,2017,2019,2,686393,73.24,1.88,0.86,5.26,51.82,40.15,1.56,0.77
115,NM,2010,2017,2019,3,686393,62.07,1.49,1.20,18.49,39.05,39.33,1.27,1.10
115,NV,2010,2017,2019,1,675138,54.39,10.11,8.47,0.84,42.77,36.37,9.46,8.21
115,NV,2010,2017,2019,2,675138,79.36,1.87,4.26,2.25,20.43,69.38,1.73,4.13
115,NV,2010,2017,2019,3,675138,69.32,6.37,13.03,0.59,15.66,61.14,6.08,12.78
115,NV,2010,2017,2019,4,675137,61.57,14.04,5.69,1.07,27.26,49.67,13.55,5.47
115,NY,2010,2017,2019,1,717707,85.56,4.85,3.40,0.37,12.54,77.92,4.48,3.34
